== faceToleranceWindowAgrees (u = 0)
cone u=0 v=3e-07 | adaptor curvDef=1 mean=-2886751.3459481299 gauss=-0 kMax=0 kMin=-5773502.6918962598 | geom curvDef=1 mean=-2886751.3459481299 gauss=-0 kMax=0 kMin=-5773502.6918962598 | res1e-6 curvDef=0 | normal adaptor=(0.866025,0.000000,-0.500000) oriented=(0.866025,0.000000,-0.500000) |dot|=1
cone u=0 v=5e-07 | adaptor curvDef=1 mean=-1732050.8075688777 gauss=-0 kMax=0 kMin=-3464101.6151377554 | geom curvDef=1 mean=-1732050.8075688777 gauss=-0 kMax=0 kMin=-3464101.6151377554 | res1e-6 curvDef=0 | normal adaptor=(0.866025,0.000000,-0.500000) oriented=(0.866025,0.000000,-0.500000) |dot|=1
cone u=0 v=1e-06 | adaptor curvDef=1 mean=-866025.40378443885 gauss=-0 kMax=0 kMin=-1732050.8075688777 | geom curvDef=1 mean=-866025.40378443885 gauss=-0 kMax=0 kMin=-1732050.8075688777 | res1e-6 curvDef=0 | normal adaptor=(0.866025,0.000000,-0.500000) oriented=(0.866025,0.000000,-0.500000) |dot|=1
cone u=0 v=1.5e-06 | adaptor curvDef=1 mean=-577350.26918962586 gauss=-0 kMax=0 kMin=-1154700.5383792517 | geom curvDef=1 mean=-577350.26918962586 gauss=-0 kMax=0 kMin=-1154700.5383792517 | res1e-6 curvDef=0 | normal adaptor=(0.866025,0.000000,-0.500000) oriented=(0.866025,0.000000,-0.500000) |dot|=1
cone u=0 v=3e-06 | adaptor curvDef=1 mean=-288675.13459481293 gauss=-0 kMax=0 kMin=-577350.26918962586 | geom curvDef=1 mean=-288675.13459481293 gauss=-0 kMax=0 kMin=-577350.26918962586 | res1e-6 curvDef=1 | normal adaptor=(0.866025,0.000000,-0.500000) oriented=(0.866025,0.000000,-0.500000) |dot|=1
cone u=0 v=1e-05 | adaptor curvDef=1 mean=-86602.540378443882 gauss=-0 kMax=0 kMin=-173205.08075688776 | geom curvDef=1 mean=-86602.540378443882 gauss=-0 kMax=0 kMin=-173205.08075688776 | res1e-6 curvDef=1 | normal adaptor=(0.866025,0.000000,-0.500000) oriented=(0.866025,0.000000,-0.500000) |dot|=1
cone u=0 v=0.01 | adaptor curvDef=1 mean=-86.602540378443877 gauss=-0 kMax=0 kMin=-173.20508075688775 | geom curvDef=1 mean=-86.602540378443877 gauss=-0 kMax=0 kMin=-173.20508075688775 | res1e-6 curvDef=1 | normal adaptor=(0.866025,0.000000,-0.500000) oriented=(0.866025,0.000000,-0.500000) |dot|=0.99999999999999978
cone u=0 v=1 | adaptor curvDef=1 mean=-0.86602540378443882 gauss=-0 kMax=0 kMin=-1.7320508075688776 | geom curvDef=1 mean=-0.86602540378443882 gauss=-0 kMax=0 kMin=-1.7320508075688776 | res1e-6 curvDef=1 | normal adaptor=(0.866025,0.000000,-0.500000) oriented=(0.866025,0.000000,-0.500000) |dot|=1
== facePrincipalCurvaturesAgree (u = 0.4)
cone u=0.4 v=-1e-09 | adaptor curvDef=0 | geom curvDef=0 | res1e-6 curvDef=0 | normal adaptor=(-0.797662,-0.337246,0.500000) oriented=(-0.797662,-0.337246,0.500000) |dot|=1.0000000000000002
cone u=0.4 v=0 | adaptor curvDef=0 | geom curvDef=0 | res1e-6 curvDef=0
cone u=0.4 v=1e-09 | adaptor curvDef=0 | geom curvDef=0 | res1e-6 curvDef=0 | normal adaptor=(0.797662,0.337246,-0.500000) oriented=(0.797662,0.337246,-0.500000) |dot|=1.0000000000000002
cone u=0.4 v=5e-07 | adaptor curvDef=1 mean=-1732050.8075688777 gauss=-7.3411685899897004e-22 kMax=2.1192128307984893e-28 kMin=-3464101.6151377554 | geom curvDef=1 mean=-1732050.8075688777 gauss=-7.3411685899897004e-22 kMax=2.1192128307984893e-28 kMin=-3464101.6151377554 | res1e-6 curvDef=0 | normal adaptor=(0.797662,0.337246,-0.500000) oriented=(0.797662,0.337246,-0.500000) |dot|=0.99999999999999989
cone u=0.4 v=1e-06 | adaptor curvDef=1 mean=-866025.40378443885 gauss=-1.8352921474974251e-22 kMax=1.0596064153992446e-28 kMin=-1732050.8075688777 | geom curvDef=1 mean=-866025.40378443885 gauss=-1.8352921474974251e-22 kMax=1.0596064153992446e-28 kMin=-1732050.8075688777 | res1e-6 curvDef=0 | normal adaptor=(0.797662,0.337246,-0.500000) oriented=(0.797662,0.337246,-0.500000) |dot|=0.99999999999999989
cone u=0.4 v=0.001 | adaptor curvDef=1 mean=-866.02540378443871 gauss=-1.8352921474974249e-28 kMax=1.0596064153992446e-31 kMin=-1732.0508075688774 | geom curvDef=1 mean=-866.02540378443871 gauss=-1.8352921474974249e-28 kMax=1.0596064153992446e-31 kMin=-1732.0508075688774 | res1e-6 curvDef=1 | normal adaptor=(0.797662,0.337246,-0.500000) oriented=(0.797662,0.337246,-0.500000) |dot|=0.99999999999999989
cone u=0.4 v=2 | adaptor curvDef=1 mean=-0.43301270189221946 gauss=-1.6672394977910799e-34 kMax=0 kMin=-0.86602540378443893 | geom curvDef=1 mean=-0.43301270189221946 gauss=-1.6672394977910799e-34 kMax=0 kMin=-0.86602540378443893 | res1e-6 curvDef=1 | normal adaptor=(0.797662,0.337246,-0.500000) oriented=(0.797662,0.337246,-0.500000) |dot|=1.0000000000000002
== ordinaryFacePointsAgree
sphere face 0 u=0.3 v=0.2 | adaptor curvDef=1 mean=-0.20000000000000007 gauss=0.040000000000000022 kMax=-0.19999999999999998 kMin=-0.20000000000000009 | geom curvDef=1 mean=-0.20000000000000007 gauss=0.040000000000000022 kMax=-0.19999999999999998 kMin=-0.20000000000000009 | res1e-6 curvDef=1 | normal adaptor=(0.936293,0.289629,0.198669) oriented=(0.936293,0.289629,0.198669) |dot|=1.0000000000000002
sphere face 0 u=1.1 v=-0.4 | adaptor curvDef=1 mean=-0.20000000000000001 gauss=0.039999999999999994 kMax=-0.19999999999999996 kMin=-0.19999999999999996 | geom curvDef=1 mean=-0.20000000000000001 gauss=0.039999999999999994 kMax=-0.19999999999999996 kMin=-0.19999999999999996 | res1e-6 curvDef=1 | normal adaptor=(0.417790,0.820856,-0.389418) oriented=(0.417790,0.820856,-0.389418) |dot|=1
sphere face 0 u=2 v=0.9 | adaptor curvDef=1 mean=-0.19999999999999998 gauss=0.040000000000000001 kMax=-0.19999999999999998 kMin=-0.20000000000000001 | geom curvDef=1 mean=-0.19999999999999998 gauss=0.040000000000000001 kMax=-0.19999999999999998 kMin=-0.20000000000000001 | res1e-6 curvDef=1 | normal adaptor=(-0.258681,0.565228,0.783327) oriented=(-0.258681,0.565228,0.783327) |dot|=1
cylinder face 0 u=0.3 v=0.2 | adaptor curvDef=1 mean=-0.16666666666666669 gauss=-0 kMax=0 kMin=-0.33333333333333337 | geom curvDef=1 mean=-0.16666666666666669 gauss=-0 kMax=0 kMin=-0.33333333333333337 | res1e-6 curvDef=1 | normal adaptor=(0.955336,0.295520,-0.000000) oriented=(0.955336,0.295520,-0.000000) |dot|=1.0000000000000002
cylinder face 0 u=1.1 v=-0.4 | adaptor curvDef=1 mean=-0.16666666666666666 gauss=-0 kMax=0 kMin=-0.33333333333333331 | geom curvDef=1 mean=-0.16666666666666666 gauss=-0 kMax=0 kMin=-0.33333333333333331 | res1e-6 curvDef=1 | normal adaptor=(0.453596,0.891207,-0.000000) oriented=(0.453596,0.891207,-0.000000) |dot|=0.99999999999999978
cylinder face 0 u=2 v=0.9 | adaptor curvDef=1 mean=-0.16666666666666669 gauss=-0 kMax=0 kMin=-0.33333333333333337 | geom curvDef=1 mean=-0.16666666666666669 gauss=-0 kMax=0 kMin=-0.33333333333333337 | res1e-6 curvDef=1 | normal adaptor=(-0.416147,0.909297,0.000000) oriented=(-0.416147,0.909297,0.000000) |dot|=1.0000000000000002
cylinder face 1 u=0.3 v=0.2 | adaptor curvDef=1 mean=0 gauss=0 kMax=0 kMin=0 | geom curvDef=1 mean=0 gauss=0 kMax=0 kMin=0 | res1e-6 curvDef=1 | normal adaptor=(0.000000,0.000000,1.000000) oriented=(0.000000,0.000000,1.000000) |dot|=1
cylinder face 1 u=1.1 v=-0.4 | adaptor curvDef=1 mean=0 gauss=0 kMax=0 kMin=0 | geom curvDef=1 mean=0 gauss=0 kMax=0 kMin=0 | res1e-6 curvDef=1 | normal adaptor=(0.000000,0.000000,1.000000) oriented=(0.000000,0.000000,1.000000) |dot|=1
cylinder face 1 u=2 v=0.9 | adaptor curvDef=1 mean=0 gauss=0 kMax=0 kMin=0 | geom curvDef=1 mean=0 gauss=0 kMax=0 kMin=0 | res1e-6 curvDef=1 | normal adaptor=(0.000000,0.000000,1.000000) oriented=(0.000000,0.000000,1.000000) |dot|=1
cylinder face 2 u=0.3 v=0.2 | adaptor curvDef=1 mean=0 gauss=0 kMax=0 kMin=0 | geom curvDef=1 mean=0 gauss=0 kMax=0 kMin=0 | res1e-6 curvDef=1 | normal adaptor=(0.000000,0.000000,1.000000) oriented=(-0.000000,-0.000000,-1.000000) |dot|=1
cylinder face 2 u=1.1 v=-0.4 | adaptor curvDef=1 mean=0 gauss=0 kMax=0 kMin=0 | geom curvDef=1 mean=0 gauss=0 kMax=0 kMin=0 | res1e-6 curvDef=1 | normal adaptor=(0.000000,0.000000,1.000000) oriented=(-0.000000,-0.000000,-1.000000) |dot|=1
cylinder face 2 u=2 v=0.9 | adaptor curvDef=1 mean=0 gauss=0 kMax=0 kMin=0 | geom curvDef=1 mean=0 gauss=0 kMax=0 kMin=0 | res1e-6 curvDef=1 | normal adaptor=(0.000000,0.000000,1.000000) oriented=(-0.000000,-0.000000,-1.000000) |dot|=1
== edgeToleranceWindowAgrees (u = 0)
bezier spacing=3e-07 u=0 | adaptor tanDef=1 curvature=7407407407407.4092 centre=(0, 1.3499999999999998e-13, 0) normal=(0.000000,1.000000,0.000000) value=(0,0,0) |D1|=9e-07 | geom tanDef=1 curvature=7407407407407.4092 centre=(0, 1.3499999999999998e-13, 0) | res1e-6 tanDef=1 curvature=1.7976931348623157e+308
bezier spacing=5e-07 u=0 | adaptor tanDef=1 curvature=2666666666666.6665 centre=(0, 3.7500000000000002e-13, 0) normal=(0.000000,1.000000,0.000000) value=(0,0,0) |D1|=1.5e-06 | geom tanDef=1 curvature=2666666666666.6665 centre=(0, 3.7500000000000002e-13, 0) | res1e-6 tanDef=1 curvature=2666666666666.6665
bezier spacing=1e-06 u=0 | adaptor tanDef=1 curvature=666666666666.66663 centre=(0, 1.5000000000000001e-12, 0) normal=(0.000000,1.000000,0.000000) value=(0,0,0) |D1|=3e-06 | geom tanDef=1 curvature=666666666666.66663 centre=(0, 1.5000000000000001e-12, 0) | res1e-6 tanDef=1 curvature=666666666666.66663
bezier spacing=1e-05 u=0 | adaptor tanDef=1 curvature=6666666666.666666 centre=(0, 1.5000000000000002e-10, 0) normal=(0.000000,1.000000,0.000000) value=(0,0,0) |D1|=3e-05 | geom tanDef=1 curvature=6666666666.666666 centre=(0, 1.5000000000000002e-10, 0) | res1e-6 tanDef=1 curvature=6666666666.666666
bezier spacing=0.001 u=0 | adaptor tanDef=1 curvature=666666.66666666674 centre=(1.8822954383428893e-22, 1.4999999999999998e-06, 0) normal=(0.000000,1.000000,0.000000) value=(0,0,0) |D1|=0.003 | geom tanDef=1 curvature=666666.66666666674 centre=(1.8822954383428893e-22, 1.4999999999999998e-06, 0) | res1e-6 tanDef=1 curvature=666666.66666666674
== cuspHasNoCentreOfCurvature (u = 0)
bezier spacing=0 u=0 | adaptor tanDef=1 curvature=1.7976931348623157e+308 centre=none normal=none value=(0,0,0) |D1|=0 | geom tanDef=1 curvature=1.7976931348623157e+308 centre=none | res1e-6 tanDef=1 curvature=1.7976931348623157e+308
bezier spacing=1e-12 u=0 | adaptor tanDef=1 curvature=1.7976931348623157e+308 centre=none normal=none value=(0,0,0) |D1|=3e-12 | geom tanDef=1 curvature=1.7976931348623157e+308 centre=none | res1e-6 tanDef=1 curvature=1.7976931348623157e+308
bezier spacing=1e-09 u=0 | adaptor tanDef=1 curvature=1.7976931348623157e+308 centre=none normal=none value=(0,0,0) |D1|=3e-09 | geom tanDef=1 curvature=1.7976931348623157e+308 centre=none | res1e-6 tanDef=1 curvature=1.7976931348623157e+308
bezier spacing=1e-08 u=0 | adaptor tanDef=1 curvature=1.7976931348623157e+308 centre=none normal=none value=(0,0,0) |D1|=3e-08 | geom tanDef=1 curvature=1.7976931348623157e+308 centre=none | res1e-6 tanDef=1 curvature=1.7976931348623157e+308
== straightEdgeHasNoCentreOfCurvature (u = 5)
box edge 0 u=5 | adaptor tanDef=1 curvature=0 centre=none normal=none value=(-5,-5,0) |D1|=1 | geom tanDef=1 curvature=0 centre=none | res1e-6 tanDef=1 curvature=0
box edge 1 u=5 | adaptor tanDef=1 curvature=0 centre=none normal=none value=(-5,0,5) |D1|=1 | geom tanDef=1 curvature=0 centre=none | res1e-6 tanDef=1 curvature=0
box edge 2 u=5 | adaptor tanDef=1 curvature=0 centre=none normal=none value=(-5,5,0) |D1|=1 | geom tanDef=1 curvature=0 centre=none | res1e-6 tanDef=1 curvature=0
box edge 3 u=5 | adaptor tanDef=1 curvature=0 centre=none normal=none value=(-5,0,-5) |D1|=1 | geom tanDef=1 curvature=0 centre=none | res1e-6 tanDef=1 curvature=0
box edge 4 u=5 | adaptor tanDef=1 curvature=0 centre=none normal=none value=(5,-5,0) |D1|=1 | geom tanDef=1 curvature=0 centre=none | res1e-6 tanDef=1 curvature=0
box edge 5 u=5 | adaptor tanDef=1 curvature=0 centre=none normal=none value=(5,0,5) |D1|=1 | geom tanDef=1 curvature=0 centre=none | res1e-6 tanDef=1 curvature=0
box edge 6 u=5 | adaptor tanDef=1 curvature=0 centre=none normal=none value=(5,5,0) |D1|=1 | geom tanDef=1 curvature=0 centre=none | res1e-6 tanDef=1 curvature=0
box edge 7 u=5 | adaptor tanDef=1 curvature=0 centre=none normal=none value=(5,0,-5) |D1|=1 | geom tanDef=1 curvature=0 centre=none | res1e-6 tanDef=1 curvature=0
box edge 8 u=5 | adaptor tanDef=1 curvature=0 centre=none normal=none value=(0,-5,-5) |D1|=1 | geom tanDef=1 curvature=0 centre=none | res1e-6 tanDef=1 curvature=0
box edge 9 u=5 | adaptor tanDef=1 curvature=0 centre=none normal=none value=(5,-5,0) |D1|=1 | geom tanDef=1 curvature=0 centre=none | res1e-6 tanDef=1 curvature=0
box edge 10 u=5 | adaptor tanDef=1 curvature=0 centre=none normal=none value=(0,-5,5) |D1|=1 | geom tanDef=1 curvature=0 centre=none | res1e-6 tanDef=1 curvature=0
box edge 11 u=5 | adaptor tanDef=1 curvature=0 centre=none normal=none value=(-5,-5,0) |D1|=1 | geom tanDef=1 curvature=0 centre=none | res1e-6 tanDef=1 curvature=0
box edge 12 u=5 | adaptor tanDef=1 curvature=0 centre=none normal=none value=(0,5,-5) |D1|=1 | geom tanDef=1 curvature=0 centre=none | res1e-6 tanDef=1 curvature=0
box edge 13 u=5 | adaptor tanDef=1 curvature=0 centre=none normal=none value=(5,5,0) |D1|=1 | geom tanDef=1 curvature=0 centre=none | res1e-6 tanDef=1 curvature=0
box edge 14 u=5 | adaptor tanDef=1 curvature=0 centre=none normal=none value=(0,5,5) |D1|=1 | geom tanDef=1 curvature=0 centre=none | res1e-6 tanDef=1 curvature=0
box edge 15 u=5 | adaptor tanDef=1 curvature=0 centre=none normal=none value=(-5,5,0) |D1|=1 | geom tanDef=1 curvature=0 centre=none | res1e-6 tanDef=1 curvature=0
box edge 16 u=5 | adaptor tanDef=1 curvature=0 centre=none normal=none value=(-5,0,-5) |D1|=1 | geom tanDef=1 curvature=0 centre=none | res1e-6 tanDef=1 curvature=0
box edge 17 u=5 | adaptor tanDef=1 curvature=0 centre=none normal=none value=(0,5,-5) |D1|=1 | geom tanDef=1 curvature=0 centre=none | res1e-6 tanDef=1 curvature=0
box edge 18 u=5 | adaptor tanDef=1 curvature=0 centre=none normal=none value=(5,0,-5) |D1|=1 | geom tanDef=1 curvature=0 centre=none | res1e-6 tanDef=1 curvature=0
box edge 19 u=5 | adaptor tanDef=1 curvature=0 centre=none normal=none value=(0,-5,-5) |D1|=1 | geom tanDef=1 curvature=0 centre=none | res1e-6 tanDef=1 curvature=0
box edge 20 u=5 | adaptor tanDef=1 curvature=0 centre=none normal=none value=(-5,0,5) |D1|=1 | geom tanDef=1 curvature=0 centre=none | res1e-6 tanDef=1 curvature=0
box edge 21 u=5 | adaptor tanDef=1 curvature=0 centre=none normal=none value=(0,5,5) |D1|=1 | geom tanDef=1 curvature=0 centre=none | res1e-6 tanDef=1 curvature=0
box edge 22 u=5 | adaptor tanDef=1 curvature=0 centre=none normal=none value=(5,0,5) |D1|=1 | geom tanDef=1 curvature=0 centre=none | res1e-6 tanDef=1 curvature=0
box edge 23 u=5 | adaptor tanDef=1 curvature=0 centre=none normal=none value=(0,-5,5) |D1|=1 | geom tanDef=1 curvature=0 centre=none | res1e-6 tanDef=1 curvature=0
== circleCentreOfCurvature
circle u=0 | adaptor tanDef=1 curvature=0.25 centre=(1, 2, 0) normal=(-1.000000,-0.000000,0.000000) value=(5,2,0) |D1|=4 | geom tanDef=1 curvature=0.25 centre=(1, 2, 0) | res1e-6 tanDef=1 curvature=0.25
circle u=1 | adaptor tanDef=1 curvature=0.25 centre=(1, 2, 0) normal=(-0.540302,-0.841471,0.000000) value=(3.16121,5.36588,0) |D1|=4 | geom tanDef=1 curvature=0.25 centre=(1, 2, 0) | res1e-6 tanDef=1 curvature=0.25
circle u=2.5 | adaptor tanDef=1 curvature=0.25000000000000006 centre=(0.99999999999999956, 2.0000000000000004, 0) normal=(0.801144,-0.598472,0.000000) value=(-2.20457,4.39389,0) |D1|=4 | geom tanDef=1 curvature=0.25000000000000006 centre=(0.99999999999999956, 2.0000000000000004, 0) | res1e-6 tanDef=1 curvature=0.25000000000000006
circle u=4 | adaptor tanDef=1 curvature=0.25 centre=(1, 2, 0) normal=(0.653644,0.756802,0.000000) value=(-1.61457,-1.02721,0) |D1|=4 | geom tanDef=1 curvature=0.25 centre=(1, 2, 0) | res1e-6 tanDef=1 curvature=0.25
